block,timestamp,virtual_price,xcp_profit,price_scale,price_oracle,donation_shares,totalSupply,last_donation_release_ts,donation_protection_expiry_ts,balances_0,balances_1,D
23434014,1758730403,1000009167183219950,1000009167183219950,113000000000000006291456,113048532688591650668712,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434015,1758730415,1000009167183219950,1000009167183219950,113000000000000006291456,113048570610680934740062,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434016,1758730427,1000009167183219950,1000009167183219950,113000000000000006291456,113048608010914897503563,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434017,1758730439,1000009167183219950,1000009167183219950,113000000000000006291456,113048644896474920088799,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434018,1758730451,1000009167183219950,1000009167183219950,113000000000000006291456,113048681274443558849853,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434019,1758730463,1000009167183219950,1000009167183219950,113000000000000006291456,113048717151805905317762,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434020,1758730475,1000009167183219950,1000009167183219950,113000000000000006291456,113048752535450927438343,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434021,1758730487,1000009167183219950,1000009167183219950,113000000000000006291456,113048787432172792352551,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434022,1758730499,1000009167183219950,1000009167183219950,113000000000000006291456,113048821848672170974233,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434023,1758730511,1000009167183219950,1000009167183219950,113000000000000006291456,113048855791557524614823,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434024,1758730523,1000009167183219950,1000009167183219950,113000000000000006291456,113048889267346373902732,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434025,1758730535,1000009167183219950,1000009167183219950,113000000000000006291456,113048922282466550240818,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434026,1758730547,1000009167183219950,1000009167183219950,113000000000000006291456,113048954843257430042035,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
23434027,1758730559,1000009167183219950,1000009167183219950,113000000000000006291456,113048986955971151980729,0,34031757949952281729,0,0,11466000000000000000000,10100963,22880082300931980725758
